#Posizione iniziale-->2
#Velocita' iniziale-->1
#Costante elastica-->6
#Massa oscillante-->2
#Tempo massimo di integrazione-->100
#Pulsazione al quadrato-->3
#Primo passo di tempo su cui si integra-->0.01
#E' stato utilizzato l'algoritmo di Eulero
#Legenda
#1:t 2:x 3:v 4:dE/Eo 5:E
78.02 -6.50202 -2.85674 9.38382 134.99
78.03 -6.53059 -2.66168 9.38694 135.03
78.04 -6.5572 -2.46576 9.39005 135.071
78.05 -6.58186 -2.26905 9.39317 135.111
78.06 -6.60455 -2.07159 9.39629 135.152
78.07 -6.62527 -1.87346 9.39941 135.192
78.08 -6.644 -1.6747 9.40253 135.233
78.09 -6.66075 -1.47538 9.40565 135.273
78.1 -6.6755 -1.27556 9.40877 135.314
78.11 -6.68826 -1.07529 9.41189 135.355
78.12 -6.69901 -0.874643 9.41502 135.395
78.13 -6.70776 -0.673672 9.41814 135.436
78.14 -6.71449 -0.47244 9.42127 135.476
78.15 -6.71922 -0.271005 9.42439 135.517
78.16 -6.72193 -0.0694282 9.42752 135.558
78.17 -6.72262 0.13223 9.43065 135.598
78.18 -6.7213 0.333908 9.43378 135.639
78.19 -6.71796 0.535547 9.43691 135.68
78.2 -6.7126 0.737086 9.44004 135.72
78.21 -6.70523 0.938464 9.44317 135.761
78.22 -6.69585 1.13962 9.4463 135.802
78.23 -6.68445 1.3405 9.44944 135.843
78.24 -6.67105 1.54103 9.45257 135.883
78.25 -6.65564 1.74116 9.45571 135.924
78.26 -6.63823 1.94083 9.45884 135.965
78.27 -6.61882 2.13998 9.46198 136.006
78.28 -6.59742 2.33854 9.46512 136.047
78.29 -6.57403 2.53646 9.46826 136.087
78.3 -6.54867 2.73369 9.4714 136.128
78.31 -6.52133 2.93015 9.47454 136.169
78.32 -6.49203 3.12579 9.47768 136.21
78.33 -6.46077 3.32055 9.48083 136.251
78.34 -6.42757 3.51437 9.48397 136.292
78.35 -6.39242 3.7072 9.48712 136.333
78.36 -6.35535 3.89897 9.49026 136.373
78.37 -6.31636 4.08963 9.49341 136.414
78.38 -6.27546 4.27912 9.49656 136.455
78.39 -6.23267 4.46738 9.49971 136.496
78.4 -6.188 4.65436 9.50286 136.537
78.41 -6.14146 4.84 9.50601 136.578
78.42 -6.09306 5.02425 9.50916 136.619
78.43 -6.04281 5.20704 9.51231 136.66
78.44 -5.99074 5.38832 9.51547 136.701
78.45 -5.93686 5.56805 9.51862 136.742
78.46 -5.88118 5.74615 9.52178 136.783
78.47 -5.82372 5.92259 9.52493 136.824
78.48 -5.76449 6.0973 9.52809 136.865
78.49 -5.70352 6.27023 9.53125 136.906
78.5 -5.64082 6.44134 9.53441 136.947
78.51 -5.5764 6.61056 9.53757 136.988
78.52 -5.5103 6.77786 9.54073 137.029
78.53 -5.44252 6.94317 9.54389 137.071
78.54 -5.37309 7.10644 9.54705 137.112
78.55 -5.30202 7.26763 9.55022 137.153
78.56 -5.22935 7.42669 9.55338 137.194
78.57 -5.15508 7.58357 9.55655 137.235
78.58 -5.07924 7.73823 9.55972 137.276
78.59 -5.00186 7.8906 9.56288 137.318
78.6 -4.92296 8.04066 9.56605 137.359
78.61 -4.84255 8.18835 9.56922 137.4
78.62 -4.76067 8.33363 9.57239 137.441
78.63 -4.67733 8.47645 9.57557 137.482
78.64 -4.59256 8.61677 9.57874 137.524
78.65 -4.5064 8.75454 9.58191 137.565
78.66 -4.41885 8.88973 9.58509 137.606
78.67 -4.32995 9.0223 9.58826 137.647
78.68 -4.23973 9.1522 9.59144 137.689
78.69 -4.14821 9.27939 9.59462 137.73
78.7 -4.05542 9.40384 9.59779 137.771
78.71 -3.96138 9.5255 9.60097 137.813
78.72 -3.86612 9.64434 9.60415 137.854
78.73 -3.76968 9.76032 9.60734 137.895
78.74 -3.67208 9.87341 9.61052 137.937
78.75 -3.57334 9.98358 9.6137 137.978
78.76 -3.47351 10.0908 9.61688 138.02
78.77 -3.3726 10.195 9.62007 138.061
78.78 -3.27065 10.2962 9.62326 138.102
78.79 -3.16769 10.3943 9.62644 138.144
78.8 -3.06374 10.4893 9.62963 138.185
78.81 -2.95885 10.5812 9.63282 138.227
78.82 -2.85304 10.67 9.63601 138.268
78.83 -2.74634 10.7556 9.6392 138.31
78.84 -2.63878 10.838 9.64239 138.351
78.85 -2.5304 10.9171 9.64558 138.393
78.86 -2.42123 10.993 9.64878 138.434
78.87 -2.3113 11.0657 9.65197 138.476
78.88 -2.20064 11.135 9.65517 138.517
78.89 -2.08929 11.201 9.65837 138.559
78.9 -1.97728 11.2637 9.66156 138.6
78.91 -1.86465 11.323 9.66476 138.642
78.92 -1.75142 11.379 9.66796 138.683
78.93 -1.63763 11.4315 9.67116 138.725
78.94 -1.52331 11.4806 9.67436 138.767
78.95 -1.4085 11.5263 9.67756 138.808
78.96 -1.29324 11.5686 9.68077 138.85
78.97 -1.17756 11.6074 9.68397 138.892
78.98 -1.06148 11.6427 9.68718 138.933
78.99 -0.945054 11.6746 9.69038 138.975
79 -0.828308 11.7029 9.69359 139.017
79.01 -0.711279 11.7278 9.6968 139.058
79.02 -0.594001 11.7491 9.70001 139.1
79.03 -0.47651 11.7669 9.70322 139.142
79.04 -0.358841 11.7812 9.70643 139.184
79.05 -0.241029 11.792 9.70964 139.225
79.06 -0.123109 11.7992 9.71285 139.267
79.07 -0.00511653 11.8029 9.71607 139.309
79.08 0.112913 11.8031 9.71928 139.351
79.09 0.230943 11.7997 9.7225 139.392
79.1 0.34894 11.7928 9.72571 139.434
79.11 0.466868 11.7823 9.72893 139.476
79.12 0.58469 11.7683 9.73215 139.518
79.13 0.702373 11.7507 9.73537 139.56
79.14 0.819881 11.7297 9.73859 139.602
79.15 0.937177 11.7051 9.74181 139.644
79.16 1.05423 11.677 9.74504 139.685
79.17 1.171 11.6453 9.74826 139.727
79.18 1.28745 11.6102 9.75148 139.769
79.19 1.40355 11.5716 9.75471 139.811
79.2 1.51927 11.5295 9.75794 139.853
79.21 1.63456 11.4839 9.76116 139.895
79.22 1.7494 11.4349 9.76439 139.937
79.23 1.86375 11.3824 9.76762 139.979
79.24 1.97757 11.3265 9.77085 140.021
79.25 2.09084 11.2671 9.77408 140.063
79.26 2.20351 11.2044 9.77731 140.105
79.27 2.31555 11.1383 9.78055 140.147
79.28 2.42694 11.0688 9.78378 140.189
79.29 2.53763 10.996 9.78702 140.231
79.3 2.64759 10.9199 9.79025 140.273
79.31 2.75678 10.8405 9.79349 140.315
79.32 2.86519 10.7578 9.79673 140.357
79.33 2.97277 10.6718 9.79997 140.4
79.34 3.07949 10.5826 9.80321 140.442
79.35 3.18531 10.4902 9.80645 140.484
79.36 3.29021 10.3947 9.80969 140.526
79.37 3.39416 10.296 9.81293 140.568
79.38 3.49712 10.1942 9.81618 140.61
79.39 3.59906 10.0892 9.81942 140.652
79.4 3.69995 9.98127 9.82267 140.695
79.41 3.79977 9.87027 9.82591 140.737
79.42 3.89847 9.75628 9.82916 140.779
79.43 3.99603 9.63932 9.83241 140.821
79.44 4.09243 9.51944 9.83566 140.864
79.45 4.18762 9.39667 9.83891 140.906
79.46 4.28159 9.27104 9.84216 140.948
79.47 4.3743 9.14259 9.84542 140.99
79.48 4.46572 9.01136 9.84867 141.033
79.49 4.55584 8.87739 9.85192 141.075
79.5 4.64461 8.74072 9.85518 141.117
79.51 4.73202 8.60138 9.85844 141.16
79.52 4.81803 8.45942 9.86169 141.202
79.53 4.90263 8.31488 9.86495 141.244
79.54 4.98577 8.1678 9.86821 141.287
79.55 5.06745 8.01822 9.87147 141.329
79.56 5.14763 7.8662 9.87473 141.372
79.57 5.2263 7.71177 9.878 141.414
79.58 5.30341 7.55498 9.88126 141.456
79.59 5.37896 7.39588 9.88452 141.499
79.6 5.45292 7.23451 9.88779 141.541
79.61 5.52527 7.07092 9.89106 141.584
79.62 5.59598 6.90516 9.89432 141.626
79.63 5.66503 6.73729 9.89759 141.669
79.64 5.7324 6.56733 9.90086 141.711
79.65 5.79808 6.39536 9.90413 141.754
79.66 5.86203 6.22142 9.9074 141.796
79.67 5.92424 6.04556 9.91067 141.839
79.68 5.9847 5.86783 9.91395 141.881
79.69 6.04338 5.68829 9.91722 141.924
79.7 6.10026 5.50699 9.9205 141.966
79.71 6.15533 5.32398 9.92377 142.009
79.72 6.20857 5.13932 9.92705 142.052
79.73 6.25996 4.95307 9.93033 142.094
79.74 6.30949 4.76527 9.93361 142.137
79.75 6.35715 4.57598 9.93689 142.18
79.76 6.40291 4.38527 9.94017 142.222
79.77 6.44676 4.19318 9.94345 142.265
79.78 6.48869 3.99978 9.94673 142.308
79.79 6.52869 3.80512 9.95002 142.35
79.8 6.56674 3.60926 9.9533 142.393
79.81 6.60283 3.41225 9.95659 142.436
79.82 6.63695 3.21417 9.95988 142.478
79.83 6.6691 3.01506 9.96316 142.521
79.84 6.69925 2.81499 9.96645 142.564
79.85 6.7274 2.61401 9.96974 142.607
79.86 6.75354 2.41219 9.97303 142.649
79.87 6.77766 2.20958 9.97632 142.692
79.88 6.79975 2.00625 9.97962 142.735
79.89 6.81982 1.80226 9.98291 142.778
79.9 6.83784 1.59766 9.98621 142.821
79.91 6.85382 1.39253 9.9895 142.864
79.92 6.86774 1.18691 9.9928 142.906
79.93 6.87961 0.980883 9.9961 142.949
79.94 6.88942 0.774494 9.9994 142.992
79.95 6.89716 0.567812 10.0027 143.035
79.96 6.90284 0.360897 10.006 143.078
79.97 6.90645 0.153812 10.0093 143.121
79.98 6.90799 -0.0533819 10.0126 143.164
79.99 6.90746 -0.260622 10.0159 143.207
80 6.90485 -0.467845 10.0192 143.25
80.01 6.90017 -0.674991 10.0225 143.293
80.02 6.89342 -0.881996 10.0258 143.336
80.03 6.8846 -1.0888 10.0291 143.379
80.04 6.87371 -1.29534 10.0324 143.422
80.05 6.86076 -1.50155 10.0357 143.465
80.06 6.84574 -1.70737 10.0391 143.508
80.07 6.82867 -1.91274 10.0424 143.551
80.08 6.80954 -2.1176 10.0457 143.594
80.09 6.78837 -2.32189 10.049 143.637
80.1 6.76515 -2.52554 10.0523 143.68
80.11 6.73989 -2.7285 10.0556 143.723
80.12 6.71261 -2.93069 10.0589 143.766
80.13 6.6833 -3.13207 10.0623 143.809
80.14 6.65198 -3.33257 10.0656 143.853
80.15 6.61865 -3.53213 10.0689 143.896
80.16 6.58333 -3.73069 10.0722 143.939
80.17 6.54603 -3.92819 10.0755 143.982
80.18 6.50674 -4.12457 10.0789 144.025
80.19 6.4655 -4.31977 10.0822 144.068
80.2 6.4223 -4.51374 10.0855 144.112
80.21 6.37716 -4.70641 10.0888 144.155
80.22 6.3301 -4.89772 10.0922 144.198
80.23 6.28112 -5.08762 10.0955 144.241
80.24 6.23025 -5.27606 10.0988 144.285
80.25 6.17749 -5.46296 10.1022 144.328
80.26 6.12286 -5.64829 10.1055 144.371
80.27 6.06637 -5.83197 10.1088 144.415
80.28 6.00805 -6.01397 10.1121 144.458
80.29 5.94791 -6.19421 10.1155 144.501
80.3 5.88597 -6.37264 10.1188 144.545
80.31 5.82225 -6.54922 10.1222 144.588
80.32 5.75675 -6.72389 10.1255 144.631
80.33 5.68951 -6.89659 10.1288 144.675
80.34 5.62055 -7.06728 10.1322 144.718
80.35 5.54988 -7.2359 10.1355 144.762
80.36 5.47752 -7.40239 10.1388 144.805
80.37 5.40349 -7.56672 10.1422 144.848
80.38 5.32783 -7.72882 10.1455 144.892
80.39 5.25054 -7.88866 10.1489 144.935
80.4 5.17165 -8.04617 10.1522 144.979
80.41 5.09119 -8.20132 10.1556 145.022
80.42 5.00918 -8.35406 10.1589 145.066
80.43 4.92564 -8.50433 10.1623 145.109
80.44 4.84059 -8.6521 10.1656 145.153
80.45 4.75407 -8.79732 10.169 145.196
80.46 4.6661 -8.93994 10.1723 145.24
80.47 4.5767 -9.07993 10.1757 145.284
80.48 4.4859 -9.21723 10.179 145.327
80.49 4.39373 -9.3518 10.1824 145.371
80.5 4.30021 -9.48362 10.1857 145.414
80.51 4.20537 -9.61262 10.1891 145.458
80.52 4.10925 -9.73878 10.1924 145.502
80.53 4.01186 -9.86206 10.1958 145.545
80.54 3.91324 -9.98242 10.1991 145.589
80.55 3.81341 -10.0998 10.2025 145.633
80.56 3.71242 -10.2142 10.2059 145.676
80.57 3.61027 -10.3256 10.2092 145.72
80.58 3.50702 -10.4339 10.2126 145.764
80.59 3.40268 -10.5391 10.216 145.807
80.6 3.29729 -10.6412 10.2193 145.851
80.61 3.19088 -10.7401 10.2227 145.895
80.62 3.08347 -10.8358 10.2261 145.939
80.63 2.97512 -10.9283 10.2294 145.982
80.64 2.86583 -11.0176 10.2328 146.026
80.65 2.75566 -11.1036 10.2362 146.07
80.66 2.64462 -11.1862 10.2395 146.114
80.67 2.53276 -11.2656 10.2429 146.158
80.68 2.4201 -11.3416 10.2463 146.202
80.69 2.30669 -11.4142 10.2496 146.245
80.7 2.19255 -11.4834 10.253 146.289
80.71 2.07771 -11.5491 10.2564 146.333
80.72 1.96222 -11.6115 10.2598 146.377
80.73 1.84611 -11.6703 10.2632 146.421
80.74 1.7294 -11.7257 10.2665 146.465
80.75 1.61215 -11.7776 10.2699 146.509
80.76 1.49437 -11.826 10.2733 146.553
80.77 1.37611 -11.8708 10.2767 146.597
80.78 1.2574 -11.9121 10.2801 146.641
80.79 1.13828 -11.9498 10.2834 146.685
80.8 1.01878 -11.9839 10.2868 146.729
80.81 0.898944 -12.0145 10.2902 146.773
80.82 0.778799 -12.0415 10.2936 146.817
80.83 0.658384 -12.0648 10.297 146.861
80.84 0.537736 -12.0846 10.3004 146.905
80.85 0.41689 -12.1007 10.3038 146.949
80.86 0.295883 -12.1132 10.3072 146.993
80.87 0.17475 -12.1221 10.3106 147.037
80.88 0.0535291 -12.1274 10.3139 147.081
80.89 -0.0677444 -12.129 10.3173 147.125
80.9 -0.189034 -12.1269 10.3207 147.17
80.91 -0.310303 -12.1213 10.3241 147.214
80.92 -0.431516 -12.1119 10.3275 147.258
80.93 -0.552635 -12.099 10.3309 147.302
80.94 -0.673625 -12.0824 10.3343 147.346
80.95 -0.79445 -12.0622 10.3377 147.39
80.96 -0.915072 -12.0384 10.3411 147.435
80.97 -1.03546 -12.0109 10.3445 147.479
80.98 -1.15556 -11.9799 10.3479 147.523
80.99 -1.27536 -11.9452 10.3513 147.567
81 -1.39482 -11.9069 10.3547 147.612
81.01 -1.51388 -11.8651 10.3581 147.656
81.02 -1.63254 -11.8197 10.3616 147.7
81.03 -1.75073 -11.7707 10.365 147.745
81.04 -1.86844 -11.7182 10.3684 147.789
81.05 -1.98562 -11.6621 10.3718 147.833
81.06 -2.10224 -11.6026 10.3752 147.878
81.07 -2.21827 -11.5395 10.3786 147.922
81.08 -2.33366 -11.4729 10.382 147.966
81.09 -2.44839 -11.4029 10.3854 148.011
81.1 -2.56242 -11.3295 10.3889 148.055
81.11 -2.67572 -11.2526 10.3923 148.1
81.12 -2.78824 -11.1723 10.3957 148.144
81.13 -2.89997 -11.0887 10.3991 148.188
81.14 -3.01085 -11.0017 10.4025 148.233
81.15 -3.12087 -10.9114 10.4059 148.277
81.16 -3.22998 -10.8177 10.4094 148.322
81.17 -3.33816 -10.7208 10.4128 148.366
81.18 -3.44537 -10.6207 10.4162 148.411
81.19 -3.55158 -10.5173 10.4196 148.455
81.2 -3.65675 -10.4108 10.4231 148.5
81.21 -3.76086 -10.3011 10.4265 148.544
81.22 -3.86387 -10.1883 10.4299 148.589
81.23 -3.96575 -10.0723 10.4334 148.634
81.24 -4.06647 -9.95337 10.4368 148.678
81.25 -4.16601 -9.83137 10.4402 148.723
81.26 -4.26432 -9.70639 10.4436 148.767
81.27 -4.36139 -9.57846 10.4471 148.812
81.28 -4.45717 -9.44762 10.4505 148.857
81.29 -4.55165 -9.31391 10.4539 148.901
81.3 -4.64478 -9.17736 10.4574 148.946
81.31 -4.73656 -9.03801 10.4608 148.991
81.32 -4.82694 -8.89592 10.4643 149.035
81.33 -4.9159 -8.75111 10.4677 149.08
81.34 -5.00341 -8.60363 10.4711 149.125
81.35 -5.08945 -8.45353 10.4746 149.17
81.36 -5.17398 -8.30085 10.478 149.214
81.37 -5.25699 -8.14563 10.4815 149.259
81.38 -5.33845 -7.98792 10.4849 149.304
81.39 -5.41832 -7.82776 10.4884 149.349
81.4 -5.4966 -7.66521 10.4918 149.393
81.41 -5.57325 -7.50032 10.4952 149.438
81.42 -5.64826 -7.33312 10.4987 149.483
81.43 -5.72159 -7.16367 10.5021 149.528
81.44 -5.79323 -6.99202 10.5056 149.573
81.45 -5.86315 -6.81823 10.509 149.618
81.46 -5.93133 -6.64233 10.5125 149.663
81.47 -5.99775 -6.46439 10.516 149.707
81.48 -6.06239 -6.28446 10.5194 149.752
81.49 -6.12524 -6.10259 10.5229 149.797
81.5 -6.18627 -5.91883 10.5263 149.842
81.51 -6.24545 -5.73324 10.5298 149.887
81.52 -6.30279 -5.54588 10.5332 149.932
81.53 -6.35824 -5.3568 10.5367 149.977
81.54 -6.41181 -5.16605 10.5402 150.022
81.55 -6.46347 -4.97369 10.5436 150.067
81.56 -6.51321 -4.77979 10.5471 150.112
81.57 -6.56101 -4.58439 10.5505 150.157
81.58 -6.60685 -4.38756 10.554 150.202
81.59 -6.65073 -4.18936 10.5575 150.247
81.6 -6.69262 -3.98984 10.5609 150.292
81.61 -6.73252 -3.78906 10.5644 150.337
81.62 -6.77041 -3.58708 10.5679 150.383
81.63 -6.80628 -3.38397 10.5714 150.428
81.64 -6.84012 -3.17978 10.5748 150.473
81.65 -6.87192 -2.97458 10.5783 150.518
81.66 -6.90166 -2.76842 10.5818 150.563
81.67 -6.92935 -2.56137 10.5852 150.608
81.68 -6.95496 -2.35349 10.5887 150.653
81.69 -6.9785 -2.14484 10.5922 150.699
81.7 -6.99995 -1.93548 10.5957 150.744
81.71 -7.0193 -1.72549 10.5992 150.789
81.72 -7.03656 -1.51491 10.6026 150.834
81.73 -7.0517 -1.30381 10.6061 150.88
81.74 -7.06474 -1.09226 10.6096 150.925
81.75 -7.07566 -0.880317 10.6131 150.97
81.76 -7.08447 -0.668048 10.6166 151.015
81.77 -7.09115 -0.455513 10.6201 151.061
81.78 -7.0957 -0.242779 10.6235 151.106
81.79 -7.09813 -0.0299079 10.627 151.151
81.8 -7.09843 0.183036 10.6305 151.197
81.81 -7.0966 0.395989 10.634 151.242
81.82 -7.09264 0.608887 10.6375 151.287
81.83 -7.08655 0.821666 10.641 151.333
81.84 -7.07833 1.03426 10.6445 151.378
81.85 -7.06799 1.24661 10.648 151.424
81.86 -7.05553 1.45865 10.6515 151.469
81.87 -7.04094 1.67032 10.655 151.514
81.88 -7.02424 1.88155 10.6585 151.56
81.89 -7.00542 2.09227 10.662 151.605
81.9 -6.9845 2.30244 10.6655 151.651
81.91 -6.96147 2.51197 10.669 151.696
81.92 -6.93635 2.72082 10.6725 151.742
81.93 -6.90915 2.92891 10.676 151.787
81.94 -6.87986 3.13618 10.6795 151.833
81.95 -6.8485 3.34258 10.683 151.878
81.96 -6.81507 3.54803 10.6865 151.924
81.97 -6.77959 3.75248 10.69 151.97
81.98 -6.74206 3.95587 10.6935 152.015
81.99 -6.70251 4.15813 10.697 152.061
82 -6.66092 4.35921 10.7005 152.106
82.01 -6.61733 4.55904 10.704 152.152
82.02 -6.57174 4.75756 10.7075 152.198
82.03 -6.52417 4.95471 10.711 152.243
82.04 -6.47462 5.15043 10.7145 152.289
82.05 -6.42311 5.34467 10.7181 152.335
82.06 -6.36967 5.53736 10.7216 152.38
82.07 -6.31429 5.72845 10.7251 152.426
82.08 -6.25701 5.91788 10.7286 152.472
82.09 -6.19783 6.10559 10.7321 152.518
82.1 -6.13678 6.29153 10.7356 152.563
82.11 -6.07386 6.47563 10.7392 152.609
82.12 -6.0091 6.65785 10.7427 152.655
82.13 -5.94252 6.83812 10.7462 152.701
82.14 -5.87414 7.0164 10.7497 152.747
82.15 -5.80398 7.19262 10.7533 152.792
82.16 -5.73205 7.36674 10.7568 152.838
82.17 -5.65839 7.5387 10.7603 152.884
82.18 -5.583 7.70845 10.7638 152.93
82.19 -5.50591 7.87594 10.7674 152.976
82.2 -5.42716 8.04112 10.7709 153.022
82.21 -5.34674 8.20394 10.7744 153.068
82.22 -5.2647 8.36434 10.778 153.113
82.23 -5.18106 8.52228 10.7815 153.159
82.24 -5.09584 8.67771 10.785 153.205
82.25 -5.00906 8.83059 10.7886 153.251
82.26 -4.92076 8.98086 10.7921 153.297
82.27 -4.83095 9.12848 10.7956 153.343
82.28 -4.73966 9.27341 10.7992 153.389
82.29 -4.64693 9.4156 10.8027 153.435
82.3 -4.55277 9.55501 10.8063 153.481
82.31 -4.45722 9.69159 10.8098 153.527
82.32 -4.36031 9.82531 10.8133 153.573
82.33 -4.26205 9.95612 10.8169 153.62
82.34 -4.16249 10.084 10.8204 153.666
82.35 -4.06165 10.2089 10.824 153.712
82.36 -3.95956 10.3307 10.8275 153.758
82.37 -3.85626 10.4495 10.8311 153.804
82.38 -3.75176 10.5652 10.8346 153.85
82.39 -3.64611 10.6777 10.8382 153.896
82.4 -3.53933 10.7871 10.8417 153.942
82.41 -3.43146 10.8933 10.8453 153.989
82.42 -3.32253 10.9962 10.8488 154.035
82.43 -3.21257 11.0959 10.8524 154.081
82.44 -3.10161 11.1923 10.8559 154.127
82.45 -2.98968 11.2853 10.8595 154.173
82.46 -2.87683 11.375 10.8631 154.22
82.47 -2.76308 11.4613 10.8666 154.266
82.48 -2.64847 11.5442 10.8702 154.312
82.49 -2.53302 11.6237 10.8737 154.359
82.5 -2.41679 11.6997 10.8773 154.405
82.51 -2.29979 11.7722 10.8809 154.451
82.52 -2.18207 11.8412 10.8844 154.498
82.53 -2.06366 11.9066 10.888 154.544
82.54 -1.94459 11.9685 10.8916 154.59
82.55 -1.82491 12.0269 10.8951 154.637
82.56 -1.70464 12.0816 10.8987 154.683
82.57 -1.58382 12.1328 10.9023 154.729
82.58 -1.46249 12.1803 10.9058 154.776
82.59 -1.34069 12.2242 10.9094 154.822
82.6 -1.21845 12.2644 10.913 154.869
82.61 -1.09581 12.3009 10.9166 154.915
82.62 -0.972796 12.3338 10.9201 154.962
82.63 -0.849458 12.363 10.9237 155.008
82.64 -0.725829 12.3885 10.9273 155.055
82.65 -0.601944 12.4102 10.9309 155.101
82.66 -0.477841 12.4283 10.9344 155.148
82.67 -0.353558 12.4426 10.938 155.194
82.68 -0.229132 12.4532 10.9416 155.241
82.69 -0.1046 12.4601 10.9452 155.287
82.7 0.0200016 12.4633 10.9488 155.334
82.71 0.144634 12.4627 10.9523 155.381
82.72 0.269261 12.4583 10.9559 155.427
82.73 0.393844 12.4502 10.9595 155.474
82.74 0.518346 12.4384 10.9631 155.52
82.75 0.64273 12.4229 10.9667 155.567
82.76 0.766959 12.4036 10.9703 155.614
82.77 0.890995 12.3806 10.9739 155.66
82.78 1.0148 12.3539 10.9775 155.707
82.79 1.13834 12.3234 10.9811 155.754
82.8 1.26157 12.2893 10.9847 155.801
82.81 1.38447 12.2514 10.9883 155.847
82.82 1.50698 12.2099 10.9919 155.894
82.83 1.62908 12.1647 10.9954 155.941
82.84 1.75073 12.1158 10.999 155.988
82.85 1.87188 12.0633 11.0026 156.034
82.86 1.99252 12.0071 11.0062 156.081
82.87 2.11259 11.9473 11.0099 156.128
82.88 2.23206 11.884 11.0135 156.175
82.89 2.3509 11.817 11.0171 156.222
82.9 2.46907 11.7465 11.0207 156.269
82.91 2.58654 11.6724 11.0243 156.315
82.92 2.70326 11.5948 11.0279 156.362
82.93 2.81921 11.5137 11.0315 156.409
82.94 2.93434 11.4291 11.0351 156.456
82.95 3.04864 11.3411 11.0387 156.503
82.96 3.16205 11.2496 11.0423 156.55
82.97 3.27454 11.1548 11.0459 156.597
82.98 3.38609 11.0565 11.0495 156.644
82.99 3.49666 10.955 11.0532 156.691
83 3.60621 10.8501 11.0568 156.738
83.01 3.71471 10.7419 11.0604 156.785
83.02 3.82213 10.6304 11.064 156.832
83.03 3.92843 10.5158 11.0676 156.879
83.04 4.03359 10.3979 11.0712 156.926
83.05 4.13757 10.2769 11.0749 156.973
83.06 4.24034 10.1528 11.0785 157.02
83.07 4.34186 10.0256 11.0821 157.067
83.08 4.44212 9.89532 11.0857 157.115
83.09 4.54107 9.76206 11.0894 157.162
83.1 4.63869 9.62582 11.093 157.209
83.11 4.73495 9.48666 11.0966 157.256
83.12 4.82982 9.34461 11.1002 157.303
83.13 4.92326 9.19972 11.1039 157.35
83.14 5.01526 9.05202 11.1075 157.398
83.15 5.10578 8.90156 11.1111 157.445
83.16 5.1948 8.74839 11.1148 157.492
83.17 5.28228 8.59255 11.1184 157.539
83.18 5.36821 8.43408 11.122 157.587
83.19 5.45255 8.27303 11.1257 157.634
83.2 5.53528 8.10945 11.1293 157.681
83.21 5.61637 7.9434 11.133 157.728
83.22 5.69581 7.77491 11.1366 157.776
83.23 5.77356 7.60403 11.1402 157.823
83.24 5.8496 7.43082 11.1439 157.87
83.25 5.9239 7.25534 11.1475 157.918
83.26 5.99646 7.07762 11.1512 157.965
83.27 6.06723 6.89773 11.1548 158.013
83.28 6.13621 6.71571 11.1585 158.06
83.29 6.20337 6.53162 11.1621 158.107
83.3 6.26868 6.34552 11.1658 158.155
83.31 6.33214 6.15746 11.1694 158.202
83.32 6.39371 5.9675 11.1731 158.25
83.33 6.45339 5.77569 11.1767 158.297
83.34 6.51115 5.58208 11.1804 158.345
83.35 6.56697 5.38675 11.184 158.392
83.36 6.62083 5.18974 11.1877 158.44
83.37 6.67273 4.99112 11.1913 158.487
83.38 6.72264 4.79093 11.195 158.535
83.39 6.77055 4.58925 11.1986 158.582
83.4 6.81644 4.38614 11.2023 158.63
83.41 6.86031 4.18164 11.206 158.678
83.42 6.90212 3.97583 11.2096 158.725
83.43 6.94188 3.76877 11.2133 158.773
83.44 6.97957 3.56051 11.217 158.82
83.45 7.01517 3.35113 11.2206 158.868
83.46 7.04868 3.14067 11.2243 158.916
83.47 7.08009 2.92921 11.228 158.963
83.48 7.10938 2.71681 11.2316 159.011
83.49 7.13655 2.50353 11.2353 159.059
83.5 7.16159 2.28943 11.239 159.106
83.51 7.18448 2.07458 11.2426 159.154
83.52 7.20523 1.85905 11.2463 159.202
83.53 7.22382 1.64289 11.25 159.25
83.54 7.24025 1.42618 11.2537 159.297
83.55 7.25451 1.20897 11.2573 159.345
83.56 7.2666 0.991335 11.261 159.393
83.57 7.27651 0.773337 11.2647 159.441
83.58 7.28424 0.555042 11.2684 159.489
83.59 7.2898 0.336514 11.272 159.537
83.6 7.29316 0.117821 11.2757 159.584
83.61 7.29434 -0.100974 11.2794 159.632
83.62 7.29333 -0.319804 11.2831 159.68
83.63 7.29013 -0.538604 11.2868 159.728
83.64 7.28474 -0.757308 11.2905 159.776
83.65 7.27717 -0.97585 11.2942 159.824
83.66 7.26741 -1.19417 11.2978 159.872
83.67 7.25547 -1.41219 11.3015 159.92
83.68 7.24135 -1.62985 11.3052 159.968
83.69 7.22505 -1.84709 11.3089 160.016
83.7 7.20658 -2.06384 11.3126 160.064
83.71 7.18594 -2.28004 11.3163 160.112
83.72 7.16314 -2.49562 11.32 160.16
83.73 7.13819 -2.71051 11.3237 160.208
83.74 7.11108 -2.92466 11.3274 160.256
83.75 7.08183 -3.13799 11.3311 160.304
83.76 7.05045 -3.35045 11.3348 160.352
83.77 7.01695 -3.56196 11.3385 160.4
83.78 6.98133 -3.77247 11.3422 160.448
83.79 6.9436 -3.98191 11.3459 160.497
83.8 6.90379 -4.19022 11.3496 160.545
83.81 6.86188 -4.39733 11.3533 160.593
83.82 6.81791 -4.60319 11.357 160.641
83.83 6.77188 -4.80772 11.3607 160.689
83.84 6.7238 -5.01088 11.3644 160.737
