#Posizione iniziale-->2
#Velocita' iniziale-->1
#Costante elastica-->6
#Massa oscillante-->2
#Tempo massimo di integrazione-->100
#Pulsazione al quadrato-->3
#Primo passo di tempo su cui si integra-->0.01
#E' stato utilizzato l'algoritmo di Eulero
#Legenda
#1:t 2:x 3:v 4:dE/Eo 5:E
30.2 -0.603552 -5.57405 1.47407 32.1629
30.21 -0.659292 -5.55595 1.47481 32.1725
30.22 -0.714852 -5.53617 1.47555 32.1822
30.23 -0.770214 -5.51472 1.4763 32.1919
30.24 -0.825361 -5.49162 1.47704 32.2015
30.25 -0.880277 -5.46686 1.47778 32.2112
30.26 -0.934946 -5.44045 1.47853 32.2208
30.27 -0.98935 -5.4124 1.47927 32.2305
30.28 -1.04347 -5.38272 1.48001 32.2402
30.29 -1.0973 -5.35141 1.48076 32.2498
30.3 -1.15082 -5.31849 1.4815 32.2595
30.31 -1.204 -5.28397 1.48225 32.2692
30.32 -1.25684 -5.24785 1.48299 32.2789
30.33 -1.30932 -5.21015 1.48374 32.2886
30.34 -1.36142 -5.17087 1.48448 32.2982
30.35 -1.41313 -5.13002 1.48523 32.3079
30.36 -1.46443 -5.08763 1.48597 32.3176
30.37 -1.51531 -5.0437 1.48672 32.3273
30.38 -1.56574 -4.99824 1.48746 32.337
30.39 -1.61572 -4.95126 1.48821 32.3467
30.4 -1.66524 -4.90279 1.48896 32.3564
30.41 -1.71426 -4.85284 1.4897 32.3661
30.42 -1.76279 -4.80141 1.49045 32.3758
30.43 -1.81081 -4.74852 1.4912 32.3856
30.44 -1.85829 -4.6942 1.49194 32.3953
30.45 -1.90523 -4.63845 1.49269 32.405
30.46 -1.95162 -4.58129 1.49344 32.4147
30.47 -1.99743 -4.52275 1.49419 32.4244
30.48 -2.04266 -4.46282 1.49494 32.4342
30.49 -2.08729 -4.40154 1.49568 32.4439
30.5 -2.1313 -4.33892 1.49643 32.4536
30.51 -2.17469 -4.27499 1.49718 32.4634
30.52 -2.21744 -4.20974 1.49793 32.4731
30.53 -2.25954 -4.14322 1.49868 32.4828
30.54 -2.30097 -4.07543 1.49943 32.4926
30.55 -2.34173 -4.00641 1.50018 32.5023
30.56 -2.38179 -3.93615 1.50093 32.5121
30.57 -2.42115 -3.8647 1.50168 32.5218
30.58 -2.4598 -3.79207 1.50243 32.5316
30.59 -2.49772 -3.71827 1.50318 32.5414
30.6 -2.5349 -3.64334 1.50393 32.5511
30.61 -2.57134 -3.56729 1.50468 32.5609
30.62 -2.60701 -3.49015 1.50543 32.5707
30.63 -2.64191 -3.41194 1.50619 32.5804
30.64 -2.67603 -3.33269 1.50694 32.5902
30.65 -2.70936 -3.2524 1.50769 32.6
30.66 -2.74188 -3.17112 1.50844 32.6098
30.67 -2.77359 -3.08887 1.5092 32.6195
30.68 -2.80448 -3.00566 1.50995 32.6293
30.69 -2.83454 -2.92153 1.5107 32.6391
30.7 -2.86375 -2.83649 1.51145 32.6489
30.71 -2.89212 -2.75058 1.51221 32.6587
30.72 -2.91962 -2.66381 1.51296 32.6685
30.73 -2.94626 -2.57622 1.51372 32.6783
30.74 -2.97202 -2.48784 1.51447 32.6881
30.75 -2.9969 -2.39868 1.51522 32.6979
30.76 -3.02089 -2.30877 1.51598 32.7077
30.77 -3.04398 -2.21814 1.51673 32.7175
30.78 -3.06616 -2.12682 1.51749 32.7273
30.79 -3.08743 -2.03484 1.51824 32.7372
30.8 -3.10777 -1.94222 1.519 32.747
30.81 -3.1272 -1.84898 1.51975 32.7568
30.82 -3.14569 -1.75517 1.52051 32.7666
30.83 -3.16324 -1.6608 1.52127 32.7765
30.84 -3.17985 -1.5659 1.52202 32.7863
30.85 -3.1955 -1.4705 1.52278 32.7961
30.86 -3.21021 -1.37464 1.52354 32.806
30.87 -3.22396 -1.27833 1.52429 32.8158
30.88 -3.23674 -1.18161 1.52505 32.8257
30.89 -3.24856 -1.08451 1.52581 32.8355
30.9 -3.2594 -0.987054 1.52657 32.8454
30.91 -3.26927 -0.889272 1.52732 32.8552
30.92 -3.27816 -0.791194 1.52808 32.8651
30.93 -3.28608 -0.692849 1.52884 32.8749
30.94 -3.293 -0.594267 1.5296 32.8848
30.95 -3.29895 -0.495477 1.53036 32.8947
30.96 -3.3039 -0.396508 1.53112 32.9045
30.97 -3.30787 -0.297391 1.53188 32.9144
30.98 -3.31084 -0.198155 1.53264 32.9243
30.99 -3.31282 -0.09883 1.5334 32.9341
31 -3.31381 0.000554631 1.53416 32.944
31.01 -3.31381 0.099969 1.53492 32.9539
31.02 -3.31281 0.199383 1.53568 32.9638
31.03 -3.31081 0.298767 1.53644 32.9737
31.04 -3.30782 0.398092 1.5372 32.9836
31.05 -3.30384 0.497326 1.53796 32.9935
31.06 -3.29887 0.596442 1.53872 33.0034
31.07 -3.29291 0.695408 1.53948 33.0133
31.08 -3.28595 0.794195 1.54024 33.0232
31.09 -3.27801 0.892773 1.54101 33.0331
31.1 -3.26908 0.991114 1.54177 33.043
31.11 -3.25917 1.08919 1.54253 33.0529
31.12 -3.24828 1.18696 1.54329 33.0628
31.13 -3.23641 1.28441 1.54406 33.0727
31.14 -3.22356 1.3815 1.54482 33.0827
31.15 -3.20975 1.47821 1.54558 33.0926
31.16 -3.19497 1.5745 1.54635 33.1025
31.17 -3.17922 1.67035 1.54711 33.1124
31.18 -3.16252 1.76573 1.54788 33.1224
31.19 -3.14486 1.8606 1.54864 33.1323
31.2 -3.12626 1.95495 1.5494 33.1423
31.21 -3.10671 2.04874 1.55017 33.1522
31.22 -3.08622 2.14194 1.55093 33.1621
31.23 -3.0648 2.23452 1.5517 33.1721
31.24 -3.04245 2.32647 1.55246 33.182
31.25 -3.01919 2.41774 1.55323 33.192
31.26 -2.99501 2.50832 1.554 33.202
31.27 -2.96993 2.59817 1.55476 33.2119
31.28 -2.94395 2.68727 1.55553 33.2219
31.29 -2.91707 2.77558 1.5563 33.2318
31.3 -2.88932 2.8631 1.55706 33.2418
31.31 -2.86069 2.94978 1.55783 33.2518
31.32 -2.83119 3.0356 1.5586 33.2618
31.33 -2.80083 3.12053 1.55936 33.2717
31.34 -2.76963 3.20456 1.56013 33.2817
31.35 -2.73758 3.28765 1.5609 33.2917
31.36 -2.70471 3.36977 1.56167 33.3017
31.37 -2.67101 3.45091 1.56244 33.3117
31.38 -2.6365 3.53105 1.56321 33.3217
31.39 -2.60119 3.61014 1.56397 33.3317
31.4 -2.56509 3.68818 1.56474 33.3417
31.41 -2.52821 3.76513 1.56551 33.3517
31.42 -2.49056 3.84097 1.56628 33.3617
31.43 -2.45215 3.91569 1.56705 33.3717
31.44 -2.41299 3.98926 1.56782 33.3817
31.45 -2.3731 4.06165 1.56859 33.3917
31.46 -2.33248 4.13284 1.56936 33.4017
31.47 -2.29115 4.20281 1.57013 33.4118
31.48 -2.24912 4.27155 1.57091 33.4218
31.49 -2.20641 4.33902 1.57168 33.4318
31.5 -2.16302 4.40521 1.57245 33.4418
31.51 -2.11897 4.4701 1.57322 33.4519
31.52 -2.07426 4.53367 1.57399 33.4619
31.53 -2.02893 4.5959 1.57476 33.4719
31.54 -1.98297 4.65677 1.57554 33.482
31.55 -1.9364 4.71626 1.57631 33.492
31.56 -1.88924 4.77435 1.57708 33.5021
31.57 -1.84149 4.83103 1.57786 33.5121
31.58 -1.79318 4.88627 1.57863 33.5222
31.59 -1.74432 4.94007 1.5794 33.5322
31.6 -1.69492 4.9924 1.58018 33.5423
31.61 -1.645 5.04324 1.58095 33.5524
31.62 -1.59456 5.09259 1.58172 33.5624
31.63 -1.54364 5.14043 1.5825 33.5725
31.64 -1.49223 5.18674 1.58327 33.5826
31.65 -1.44037 5.23151 1.58405 33.5926
31.66 -1.38805 5.27472 1.58482 33.6027
31.67 -1.3353 5.31636 1.5856 33.6128
31.68 -1.28214 5.35642 1.58638 33.6229
31.69 -1.22858 5.39488 1.58715 33.633
31.7 -1.17463 5.43174 1.58793 33.6431
31.71 -1.12031 5.46698 1.5887 33.6532
31.72 -1.06564 5.50059 1.58948 33.6632
31.73 -1.01064 5.53256 1.59026 33.6733
31.74 -0.95531 5.56288 1.59103 33.6834
31.75 -0.899681 5.59154 1.59181 33.6936
31.76 -0.843765 5.61853 1.59259 33.7037
31.77 -0.78758 5.64384 1.59337 33.7138
31.78 -0.731142 5.66747 1.59415 33.7239
31.79 -0.674467 5.6894 1.59492 33.734
31.8 -0.617573 5.70964 1.5957 33.7441
31.81 -0.560477 5.72816 1.59648 33.7542
31.82 -0.503195 5.74498 1.59726 33.7644
31.83 -0.445745 5.76007 1.59804 33.7745
31.84 -0.388145 5.77344 1.59882 33.7846
31.85 -0.33041 5.78509 1.5996 33.7948
31.86 -0.272559 5.795 1.60038 33.8049
31.87 -0.214609 5.80318 1.60116 33.8151
31.88 -0.156577 5.80962 1.60194 33.8252
31.89 -0.0984813 5.81431 1.60272 33.8353
31.9 -0.0403382 5.81727 1.6035 33.8455
31.91 0.0178345 5.81848 1.60428 33.8556
31.92 0.0760193 5.81794 1.60506 33.8658
31.93 0.134199 5.81566 1.60584 33.876
31.94 0.192355 5.81164 1.60663 33.8861
31.95 0.250472 5.80587 1.60741 33.8963
31.96 0.30853 5.79835 1.60819 33.9065
31.97 0.366514 5.7891 1.60897 33.9166
31.98 0.424405 5.7781 1.60975 33.9268
31.99 0.482186 5.76537 1.61054 33.937
32 0.53984 5.7509 1.61132 33.9472
32.01 0.597349 5.73471 1.6121 33.9574
32.02 0.654696 5.71679 1.61289 33.9675
32.03 0.711864 5.69715 1.61367 33.9777
32.04 0.768835 5.67579 1.61446 33.9879
32.05 0.825593 5.65273 1.61524 33.9981
32.06 0.88212 5.62796 1.61602 34.0083
32.07 0.9384 5.60149 1.61681 34.0185
32.08 0.994415 5.57334 1.61759 34.0287
32.09 1.05015 5.54351 1.61838 34.0389
32.1 1.10558 5.51201 1.61917 34.0491
32.11 1.1607 5.47884 1.61995 34.0594
32.12 1.21549 5.44402 1.62074 34.0696
32.13 1.26993 5.40755 1.62152 34.0798
32.14 1.32401 5.36945 1.62231 34.09
32.15 1.3777 5.32973 1.6231 34.1002
32.16 1.431 5.2884 1.62388 34.1105
32.17 1.48388 5.24547 1.62467 34.1207
32.18 1.53634 5.20096 1.62546 34.1309
32.19 1.58835 5.15487 1.62625 34.1412
32.2 1.6399 5.10722 1.62703 34.1514
32.21 1.69097 5.05802 1.62782 34.1617
32.22 1.74155 5.00729 1.62861 34.1719
32.23 1.79162 4.95504 1.6294 34.1822
32.24 1.84117 4.90129 1.63019 34.1924
32.25 1.89018 4.84606 1.63098 34.2027
32.26 1.93865 4.78935 1.63177 34.2129
32.27 1.98654 4.73119 1.63255 34.2232
32.28 2.03385 4.6716 1.63334 34.2335
32.29 2.08057 4.61058 1.63413 34.2438
32.3 2.12667 4.54817 1.63492 34.254
32.31 2.17215 4.48437 1.63572 34.2643
32.32 2.217 4.4192 1.63651 34.2746
32.33 2.26119 4.35269 1.6373 34.2849
32.34 2.30472 4.28486 1.63809 34.2951
32.35 2.34757 4.21571 1.63888 34.3054
32.36 2.38972 4.14529 1.63967 34.3157
32.37 2.43118 4.0736 1.64046 34.326
32.38 2.47191 4.00066 1.64126 34.3363
32.39 2.51192 3.9265 1.64205 34.3466
32.4 2.55118 3.85115 1.64284 34.3569
32.41 2.58969 3.77461 1.64363 34.3672
32.42 2.62744 3.69692 1.64443 34.3775
32.43 2.66441 3.6181 1.64522 34.3879
32.44 2.70059 3.53816 1.64601 34.3982
32.45 2.73597 3.45715 1.64681 34.4085
32.46 2.77054 3.37507 1.6476 34.4188
32.47 2.80429 3.29195 1.6484 34.4291
32.48 2.83721 3.20782 1.64919 34.4395
32.49 2.86929 3.1227 1.64998 34.4498
32.5 2.90052 3.03663 1.65078 34.4601
32.51 2.93089 2.94961 1.65157 34.4705
32.52 2.96038 2.86168 1.65237 34.4808
32.53 2.989 2.77287 1.65317 34.4912
32.54 3.01673 2.6832 1.65396 34.5015
32.55 3.04356 2.5927 1.65476 34.5119
32.56 3.06949 2.50139 1.65555 34.5222
32.57 3.0945 2.40931 1.65635 34.5326
32.58 3.11859 2.31647 1.65715 34.5429
32.59 3.14176 2.22292 1.65795 34.5533
32.6 3.16399 2.12866 1.65874 34.5637
32.61 3.18527 2.03374 1.65954 34.574
32.62 3.20561 1.93819 1.66034 34.5844
32.63 3.22499 1.84202 1.66114 34.5948
32.64 3.24341 1.74527 1.66193 34.6051
32.65 3.26087 1.64797 1.66273 34.6155
32.66 3.27735 1.55014 1.66353 34.6259
32.67 3.29285 1.45182 1.66433 34.6363
32.68 3.30737 1.35303 1.66513 34.6467
32.69 3.3209 1.25381 1.66593 34.6571
32.7 3.33343 1.15419 1.66673 34.6675
32.71 3.34498 1.05418 1.66753 34.6779
32.72 3.35552 0.953834 1.66833 34.6883
32.73 3.36506 0.853168 1.66913 34.6987
32.74 3.37359 0.752216 1.66993 34.7091
32.75 3.38111 0.651009 1.67073 34.7195
32.76 3.38762 0.549575 1.67153 34.7299
32.77 3.39312 0.447947 1.67233 34.7404
32.78 3.39759 0.346153 1.67314 34.7508
32.79 3.40106 0.244226 1.67394 34.7612
32.8 3.4035 0.142194 1.67474 34.7716
32.81 3.40492 0.0400889 1.67554 34.7821
32.82 3.40532 -0.0620587 1.67635 34.7925
32.83 3.4047 -0.164218 1.67715 34.8029
32.84 3.40306 -0.266359 1.67795 34.8134
32.85 3.4004 -0.368451 1.67876 34.8238
32.86 3.39671 -0.470463 1.67956 34.8343
32.87 3.39201 -0.572364 1.68036 34.8447
32.88 3.38628 -0.674125 1.68117 34.8552
32.89 3.37954 -0.775713 1.68197 34.8656
32.9 3.37178 -0.877099 1.68278 34.8761
32.91 3.36301 -0.978253 1.68358 34.8865
32.92 3.35323 -1.07914 1.68439 34.897
32.93 3.34244 -1.17974 1.68519 34.9075
32.94 3.33064 -1.28001 1.686 34.918
32.95 3.31784 -1.37993 1.6868 34.9284
32.96 3.30404 -1.47947 1.68761 34.9389
32.97 3.28925 -1.57859 1.68841 34.9494
32.98 3.27346 -1.67727 1.68922 34.9599
32.99 3.25669 -1.77547 1.69003 34.9704
33 3.23893 -1.87317 1.69083 34.9809
33.01 3.2202 -1.97034 1.69164 34.9913
33.02 3.2005 -2.06695 1.69245 35.0018
33.03 3.17983 -2.16296 1.69326 35.0123
33.04 3.1582 -2.25835 1.69407 35.0229
33.05 3.13562 -2.3531 1.69487 35.0334
33.06 3.11209 -2.44717 1.69568 35.0439
33.07 3.08761 -2.54053 1.69649 35.0544
33.08 3.06221 -2.63316 1.6973 35.0649
33.09 3.03588 -2.72503 1.69811 35.0754
33.1 3.00863 -2.8161 1.69892 35.0859
33.11 2.98047 -2.90636 1.69973 35.0965
33.12 2.9514 -2.99578 1.70054 35.107
33.13 2.92144 -3.08432 1.70135 35.1175
33.14 2.8906 -3.17196 1.70216 35.1281
33.15 2.85888 -3.25868 1.70297 35.1386
33.16 2.82629 -3.34445 1.70378 35.1491
33.17 2.79285 -3.42923 1.70459 35.1597
33.18 2.75856 -3.51302 1.7054 35.1702
33.19 2.72343 -3.59578 1.70621 35.1808
33.2 2.68747 -3.67748 1.70703 35.1913
33.21 2.6507 -3.7581 1.70784 35.2019
33.22 2.61311 -3.83762 1.70865 35.2125
33.23 2.57474 -3.91602 1.70946 35.223
33.24 2.53558 -3.99326 1.71028 35.2336
33.25 2.49565 -4.06933 1.71109 35.2442
33.26 2.45495 -4.1442 1.7119 35.2547
33.27 2.41351 -4.21785 1.71272 35.2653
33.28 2.37133 -4.29025 1.71353 35.2759
33.29 2.32843 -4.36139 1.71434 35.2865
33.3 2.28481 -4.43124 1.71516 35.2971
33.31 2.2405 -4.49979 1.71597 35.3076
33.32 2.1955 -4.567 1.71679 35.3182
33.33 2.14983 -4.63287 1.7176 35.3288
33.34 2.10351 -4.69736 1.71842 35.3394
33.35 2.05653 -4.76047 1.71923 35.35
33.36 2.00893 -4.82216 1.72005 35.3606
33.37 1.96071 -4.88243 1.72087 35.3712
33.38 1.91188 -4.94125 1.72168 35.3819
33.39 1.86247 -4.99861 1.7225 35.3925
33.4 1.81248 -5.05448 1.72331 35.4031
33.41 1.76194 -5.10886 1.72413 35.4137
33.42 1.71085 -5.16172 1.72495 35.4243
33.43 1.65923 -5.21304 1.72577 35.435
33.44 1.6071 -5.26282 1.72658 35.4456
33.45 1.55447 -5.31103 1.7274 35.4562
33.46 1.50136 -5.35767 1.72822 35.4669
33.47 1.44779 -5.40271 1.72904 35.4775
33.48 1.39376 -5.44614 1.72986 35.4881
33.49 1.3393 -5.48795 1.73068 35.4988
33.5 1.28442 -5.52813 1.7315 35.5094
33.51 1.22914 -5.56666 1.73231 35.5201
33.52 1.17347 -5.60354 1.73313 35.5308
33.53 1.11744 -5.63874 1.73395 35.5414
33.54 1.06105 -5.67227 1.73477 35.5521
33.55 1.00433 -5.7041 1.7356 35.5627
33.56 0.947284 -5.73423 1.73642 35.5734
33.57 0.889942 -5.76265 1.73724 35.5841
33.58 0.832316 -5.78934 1.73806 35.5948
33.59 0.774422 -5.81431 1.73888 35.6054
33.6 0.716279 -5.83755 1.7397 35.6161
33.61 0.657904 -5.85903 1.74052 35.6268
33.62 0.599313 -5.87877 1.74135 35.6375
33.63 0.540526 -5.89675 1.74217 35.6482
33.64 0.481558 -5.91297 1.74299 35.6589
33.65 0.422428 -5.92741 1.74381 35.6696
33.66 0.363154 -5.94009 1.74464 35.6803
33.67 0.303753 -5.95098 1.74546 35.691
33.68 0.244244 -5.96009 1.74628 35.7017
33.69 0.184643 -5.96742 1.74711 35.7124
33.7 0.124968 -5.97296 1.74793 35.7231
33.71 0.0652388 -5.97671 1.74876 35.7338
33.72 0.00547173 -5.97867 1.74958 35.7445
33.73 -0.0543149 -5.97883 1.75041 35.7553
33.74 -0.114103 -5.9772 1.75123 35.766
33.75 -0.173875 -5.97378 1.75206 35.7767
33.76 -0.233613 -5.96856 1.75288 35.7875
33.77 -0.293299 -5.96155 1.75371 35.7982
33.78 -0.352914 -5.95275 1.75453 35.8089
33.79 -0.412442 -5.94217 1.75536 35.8197
33.8 -0.471863 -5.92979 1.75619 35.8304
33.81 -0.531161 -5.91564 1.75701 35.8412
33.82 -0.590318 -5.8997 1.75784 35.8519
33.83 -0.649315 -5.88199 1.75867 35.8627
33.84 -0.708135 -5.86251 1.7595 35.8734
33.85 -0.76676 -5.84127 1.76032 35.8842
33.86 -0.825173 -5.81827 1.76115 35.895
33.87 -0.883355 -5.79351 1.76198 35.9057
33.88 -0.94129 -5.76701 1.76281 35.9165
33.89 -0.99896 -5.73877 1.76364 35.9273
33.9 -1.05635 -5.7088 1.76447 35.9381
33.91 -1.11344 -5.67711 1.7653 35.9488
33.92 -1.17021 -5.64371 1.76612 35.9596
33.93 -1.22664 -5.6086 1.76695 35.9704
33.94 -1.28273 -5.5718 1.76778 35.9812
33.95 -1.33845 -5.53332 1.76862 35.992
33.96 -1.39378 -5.49317 1.76945 36.0028
33.97 -1.44871 -5.45136 1.77028 36.0136
33.98 -1.50323 -5.40789 1.77111 36.0244
33.99 -1.55731 -5.3628 1.77194 36.0352
34 -1.61093 -5.31608 1.77277 36.046
34.01 -1.66409 -5.26775 1.7736 36.0568
34.02 -1.71677 -5.21783 1.77443 36.0676
34.03 -1.76895 -5.16632 1.77527 36.0785
34.04 -1.82061 -5.11326 1.7761 36.0893
34.05 -1.87175 -5.05864 1.77693 36.1001
34.06 -1.92233 -5.00249 1.77777 36.1109
34.07 -1.97236 -4.94482 1.7786 36.1218
34.08 -2.02181 -4.88564 1.77943 36.1326
34.09 -2.07066 -4.82499 1.78027 36.1435
34.1 -2.11891 -4.76287 1.7811 36.1543
34.11 -2.16654 -4.6993 1.78193 36.1651
34.12 -2.21353 -4.63431 1.78277 36.176
34.13 -2.25988 -4.5679 1.7836 36.1869
34.14 -2.30556 -4.5001 1.78444 36.1977
34.15 -2.35056 -4.43094 1.78527 36.2086
34.16 -2.39487 -4.36042 1.78611 36.2194
34.17 -2.43847 -4.28858 1.78695 36.2303
34.18 -2.48136 -4.21542 1.78778 36.2412
34.19 -2.52351 -4.14098 1.78862 36.252
34.2 -2.56492 -4.06528 1.78945 36.2629
34.21 -2.60557 -3.98833 1.79029 36.2738
34.22 -2.64546 -3.91016 1.79113 36.2847
34.23 -2.68456 -3.8308 1.79197 36.2956
34.24 -2.72287 -3.75026 1.7928 36.3064
34.25 -2.76037 -3.66857 1.79364 36.3173
34.26 -2.79705 -3.58576 1.79448 36.3282
34.27 -2.83291 -3.50185 1.79532 36.3391
34.28 -2.86793 -3.41686 1.79616 36.35
34.29 -2.9021 -3.33083 1.797 36.3609
34.3 -2.93541 -3.24376 1.79783 36.3718
34.31 -2.96784 -3.1557 1.79867 36.3828
34.32 -2.9994 -3.06667 1.79951 36.3937
34.33 -3.03007 -2.97668 1.80035 36.4046
34.34 -3.05984 -2.88578 1.80119 36.4155
34.35 -3.08869 -2.79399 1.80203 36.4264
34.36 -3.11663 -2.70133 1.80287 36.4374
34.37 -3.14365 -2.60783 1.80372 36.4483
34.38 -3.16972 -2.51352 1.80456 36.4592
34.39 -3.19486 -2.41843 1.8054 36.4702
34.4 -3.21904 -2.32258 1.80624 36.4811
34.41 -3.24227 -2.22601 1.80708 36.4921
34.42 -3.26453 -2.12874 1.80792 36.503
34.43 -3.28582 -2.0308 1.80877 36.514
34.44 -3.30613 -1.93223 1.80961 36.5249
34.45 -3.32545 -1.83305 1.81045 36.5359
34.46 -3.34378 -1.73328 1.81129 36.5468
34.47 -3.36111 -1.63297 1.81214 36.5578
34.48 -3.37744 -1.53214 1.81298 36.5688
34.49 -3.39276 -1.43081 1.81383 36.5797
34.5 -3.40707 -1.32903 1.81467 36.5907
34.51 -3.42036 -1.22682 1.81551 36.6017
34.52 -3.43263 -1.12421 1.81636 36.6127
34.53 -3.44387 -1.02123 1.8172 36.6236
34.54 -3.45408 -0.917912 1.81805 36.6346
34.55 -3.46326 -0.814289 1.81889 36.6456
34.56 -3.4714 -0.710392 1.81974 36.6566
34.57 -3.47851 -0.606249 1.82059 36.6676
34.58 -3.48457 -0.501894 1.82143 36.6786
34.59 -3.48959 -0.397357 1.82228 36.6896
34.6 -3.49356 -0.292669 1.82312 36.7006
34.61 -3.49649 -0.187862 1.82397 36.7116
34.62 -3.49837 -0.0829677 1.82482 36.7226
34.63 -3.4992 0.0219834 1.82567 36.7337
34.64 -3.49898 0.126959 1.82651 36.7447
34.65 -3.49771 0.231929 1.82736 36.7557
34.66 -3.49539 0.33686 1.82821 36.7667
34.67 -3.49202 0.441722 1.82906 36.7778
34.68 -3.4876 0.546482 1.82991 36.7888
34.69 -3.48214 0.651111 1.83076 36.7998
34.7 -3.47563 0.755575 1.83161 36.8109
34.71 -3.46807 0.859844 1.83246 36.8219
34.72 -3.45947 0.963886 1.8333 36.833
34.73 -3.44984 1.06767 1.83415 36.844
34.74 -3.43916 1.17117 1.83501 36.8551
34.75 -3.42745 1.27434 1.83586 36.8661
34.76 -3.4147 1.37716 1.83671 36.8772
34.77 -3.40093 1.4796 1.83756 36.8882
34.78 -3.38614 1.58163 1.83841 36.8993
34.79 -3.37032 1.68322 1.83926 36.9104
34.8 -3.35349 1.78433 1.84011 36.9215
34.81 -3.33564 1.88493 1.84096 36.9325
34.82 -3.31679 1.985 1.84182 36.9436
34.83 -3.29694 2.0845 1.84267 36.9547
34.84 -3.2761 2.18341 1.84352 36.9658
34.85 -3.25427 2.2817 1.84437 36.9769
34.86 -3.23145 2.37932 1.84523 36.988
34.87 -3.20766 2.47627 1.84608 36.9991
34.88 -3.18289 2.5725 1.84694 37.0102
34.89 -3.15717 2.66798 1.84779 37.0213
34.9 -3.13049 2.7627 1.84864 37.0324
34.91 -3.10286 2.85661 1.8495 37.0435
34.92 -3.0743 2.9497 1.85035 37.0546
34.93 -3.0448 3.04193 1.85121 37.0657
34.94 -3.01438 3.13327 1.85206 37.0768
34.95 -2.98305 3.2237 1.85292 37.0879
34.96 -2.95081 3.31319 1.85378 37.0991
34.97 -2.91768 3.40172 1.85463 37.1102
34.98 -2.88366 3.48925 1.85549 37.1213
34.99 -2.84877 3.57576 1.85634 37.1325
35 -2.81301 3.66122 1.8572 37.1436
35.01 -2.7764 3.74561 1.85806 37.1548
35.02 -2.73894 3.8289 1.85892 37.1659
35.03 -2.70065 3.91107 1.85977 37.1771
35.04 -2.66154 3.99209 1.86063 37.1882
35.05 -2.62162 4.07194 1.86149 37.1994
35.06 -2.5809 4.15059 1.86235 37.2105
35.07 -2.5394 4.22801 1.86321 37.2217
35.08 -2.49712 4.3042 1.86407 37.2329
35.09 -2.45407 4.37911 1.86492 37.244
35.1 -2.41028 4.45273 1.86578 37.2552
35.11 -2.36576 4.52504 1.86664 37.2664
35.12 -2.3205 4.59601 1.8675 37.2776
35.13 -2.27454 4.66563 1.86836 37.2887
35.14 -2.22789 4.73386 1.86922 37.2999
35.15 -2.18055 4.8007 1.87009 37.3111
35.16 -2.13254 4.86612 1.87095 37.3223
35.17 -2.08388 4.93009 1.87181 37.3335
35.18 -2.03458 4.99261 1.87267 37.3447
35.19 -1.98465 5.05365 1.87353 37.3559
35.2 -1.93412 5.11319 1.87439 37.3671
35.21 -1.88299 5.17121 1.87526 37.3783
35.22 -1.83127 5.2277 1.87612 37.3895
35.23 -1.779 5.28264 1.87698 37.4008
35.24 -1.72617 5.33601 1.87784 37.412
35.25 -1.67281 5.38779 1.87871 37.4232
35.26 -1.61893 5.43798 1.87957 37.4344
35.27 -1.56455 5.48655 1.88043 37.4457
35.28 -1.50969 5.53348 1.8813 37.4569
35.29 -1.45435 5.57877 1.88216 37.4681
35.3 -1.39856 5.6224 1.88303 37.4794
35.31 -1.34234 5.66436 1.88389 37.4906
35.32 -1.2857 5.70463 1.88476 37.5019
35.33 -1.22865 5.7432 1.88562 37.5131
35.34 -1.17122 5.78006 1.88649 37.5244
35.35 -1.11342 5.8152 1.88736 37.5356
35.36 -1.05527 5.8486 1.88822 37.5469
35.37 -0.99678 5.88026 1.88909 37.5581
35.38 -0.937978 5.91016 1.88995 37.5694
35.39 -0.878876 5.9383 1.89082 37.5807
35.4 -0.819493 5.96467 1.89169 37.592
35.41 -0.759847 5.98925 1.89256 37.6032
35.42 -0.699954 6.01205 1.89342 37.6145
35.43 -0.639834 6.03305 1.89429 37.6258
35.44 -0.579503 6.05224 1.89516 37.6371
35.45 -0.518981 6.06963 1.89603 37.6484
35.46 -0.458284 6.0852 1.8969 37.6597
35.47 -0.397433 6.09894 1.89777 37.671
35.48 -0.336443 6.11087 1.89864 37.6823
35.49 -0.275334 6.12096 1.89951 37.6936
35.5 -0.214125 6.12922 1.90038 37.7049
35.51 -0.152833 6.13564 1.90125 37.7162
35.52 -0.0914762 6.14023 1.90212 37.7275
35.53 -0.0300739 6.14297 1.90299 37.7388
35.54 0.0313558 6.14388 1.90386 37.7502
35.55 0.0927946 6.14293 1.90473 37.7615
35.56 0.154224 6.14015 1.9056 37.7728
35.57 0.215625 6.13552 1.90647 37.7841
35.58 0.276981 6.12906 1.90734 37.7955
35.59 0.338271 6.12075 1.90822 37.8068
35.6 0.399479 6.1106 1.90909 37.8182
35.61 0.460585 6.09861 1.90996 37.8295
35.62 0.521571 6.0848 1.91083 37.8408
35.63 0.582419 6.06915 1.91171 37.8522
35.64 0.64311 6.05168 1.91258 37.8636
35.65 0.703627 6.03238 1.91345 37.8749
35.66 0.763951 6.01127 1.91433 37.8863
35.67 0.824064 5.98836 1.9152 37.8976
35.68 0.883947 5.96363 1.91608 37.909
35.69 0.943583 5.93711 1.91695 37.9204
35.7 1.00295 5.90881 1.91783 37.9318
35.71 1.06204 5.87872 1.9187 37.9431
35.72 1.12083 5.84686 1.91958 37.9545
